pmid,title,category,combined_text
41490444,Prognostic determinants and mortality risk of advanced schistosomiasis revealed by Lasso-Cox regression integrative approach.,schistosomiasis,"Prognostic determinants and mortality risk of advanced schistosomiasis revealed by Lasso-Cox regression integrative approach. To identify survival-related risk factors in patients with advanced schistosomiasis, develop a predictive model using integrative approach of LASSO-Cox regression, and construct a nomogram for visualizing the model's risk prediction framework. Data from 628 advanced schistosomiasis patients treated at Dongzhi Schistosomiasis Hospital between 2019 and 2022 were retrospectively analyzed. LASSO regression was used to select variables associated with survival outcomes, which were subsequently incorporated into a Cox proportional hazards (CPH) model. Internal validation included assessments of discriminative ability (C-index, area under the receiver operating characteristic curve [AUC]), calibration (calibration curves), and clinical utility (decision curve analysis) to evaluate model performance. The final model was visualized via a nomogram depicting the risk prediction algorithm. LASSO regression identified four independent predictors: carbohydrate antigen 125, hyaluronic acid, ascites grade Ⅱ, and ascites grade Ⅲ. The LASSO-Cox model exhibited strong discriminative performance, with a C-index of 0.886 (SE = 0.025) in the training set and 0.922 (SE = 0.025) in the validation set. Calibration curves showed excellent agreement between predicted and observed survival probabilities, and decision curve analysis confirmed clinical utility across a range of threshold probabilities. A nomogram was developed to translate the model into a user-friendly visual tool for risk stratification. The constructed nomogram serves as a practical tool for identifying advanced schistosomiasis patients at high mortality risk. Clinicians can leverage this model to tailor individualized follow-up and treatment strategies, potentially improving long-term outcomes by targeting interventions to patients with the greatest need."
41366458,Exploratory study on the role of Clonorchis sinensis infection in promoting cholangiocarcinoma progression.,differential_diagnosis,"Exploratory study on the role of Clonorchis sinensis infection in promoting cholangiocarcinoma progression. Clonorchiasis, a neglected tropical zoonosis, is caused by chronic infection with Clonorchis sinensis (C. sinensis). This infection can lead to cholangitis, bile duct epithelial hyperplasia, periductal fibrosis, and cholangiocarcinoma (CCA). However, the underlying carcinogenic mechanisms of CCA remain poorly understood, and there is not a well-developed model for C. sinensis CCA. A C. sinensis-infected Sprague-Dawley rat model, co-treated with N-nitrosodimethylamine, was established. The study comprised four groups: negative control (NC), C. sinensis infection (CS), N-nitrosodimethylamine induction (NDMA), and combined C. sinensis infection and N-nitrosodimethylamine induction (CSNDMA). Pathological damage to the hepatic ducts was evaluated at 10, 17, and 20 weeks after infection. The expression levels of the relevant genes and proteins were detected using quantitative real-time polymerase chain reaction (qPCR) and immunohistochemistry, respectively. In addition, transcriptome sequencing was carried out on hepatic tissues infected for 20 weeks. Histopathological analysis using hematoxylin and eosin (H&E) and Masson staining revealed bile duct dilation, inflammatory infiltration, and collagen deposition in the liver tissue of both CS and CSNDMA groups, with the most severe manifestations observed in the CSNDMA group. The CSNDMA group exhibited the earliest onset of CCA, occurring at 10 weeks post infection, with an overall incidence of 63%, peaking at 71% by 20 weeks. The CS group showed a 37% incidence of CCA, while only one case was noted in the NDMA group at 20 weeks. Quantitative PCR demonstrated that C. sinensis infection induced upregulation of tumor-related markers in the liver, including CK19, PCNA, TP53, ITGB1, and MMP2, particularly when co-exposed to N-nitrosodimethylamine. Immunohistochemistry detected the significant overexpression of CK19, CK7, and PCNA along bile ducts. Transcriptome sequencing further indicated that C. sinensis significantly affected circadian rhythm and metabolic reprogramming in the liver, enriching pathways related to cancer, inflammation, and metabolism, including AMPK, PPAR, mTOR, and FoxO pathways. C. sinensis can effectively promote the pathogenesis of CCA and significantly increase the expression of CCA-related genes (e.g., CK19 and CK7). The inflammation, disrupting circadian rhythms and altering energy metabolism caused by C. sinensis infection, may promote the progression of CCA. This study provides a foundational experimental basis for diagnosing and intervening in C. sinensis-related CCA."
41337908,Evaluating the efficacy of different praziquantel treatment regimens using egg and circulating anodic antigen (CAA) detection methods in a Schistosoma mansoni endemic area in northeastern Brazil.,schistosomiasis,"Evaluating the efficacy of different praziquantel treatment regimens using egg and circulating anodic antigen (CAA) detection methods in a Schistosoma mansoni endemic area in northeastern Brazil. This study evaluated the efficacy of different treatment regimens with PZQ against Schistosoma mansoni infection. Residents of the Patioba and Colônia Miranda villages (Sergipe, Brazil) with a confirmed diagnosis of S. mansoni infection were randomized into one of the study groups and treated with a standard dose of PZQ (Group 1); with two doses spaced 24 hours apart (Group 2); or with two doses spaced 30 days apart (Group 3). Efficacy was assessed 30 days after the final treatment, based on the detection of eggs in feces using the Kato-Katz (KK) method and on the detection of CAA in urine using the Up-Converting Particle Lateral Flow (UCP-LF) assay. A total of 88 participants, who tested positive for infection by KK and UCP-LF CAA at baseline, were included in the statistical analysis. Cure rates (CRs) reached 100 % in all three study groups, according to KK. The UCP-LF CAA revealed that not all participants were cured, with the highest cure rate observed in Group 2 (69.6 %%), followed by Group 3 (57.7 %) and Group 1 (43.8 %). An Intensity Reduction Rate (IRR) of 100 % and >97 % was observed in all groups, based on KK and UCP-LF CAA, respectively. Reduction in S. mansoni burden was observed over time, with the IRR in all groups exceeding the efficacy threshold established by the WHO (>90 %). Cure rates varied according to the diagnostic method used, being overestimated when based on egg quantification, highlighting the importance of using more sensitive tools for the detection of active infections and monitoring the efficacy of PZQ."
41311031,Unexpected Schistosomiasis Diagnosed After Appendectomy in a Migrant Child.,schistosomiasis,"Unexpected Schistosomiasis Diagnosed After Appendectomy in a Migrant Child. BACKGROUND Schistosomiasis is a parasitic infection caused by trematodes of the genus Schistosoma, endemic in sub-Saharan Africa, the Middle East, and Asia. In high-income, non-endemic countries, it remains underrecognized and is often identified incidentally, particularly among asymptomatic migrants and refugees. Because of low clinical suspicion and the absence of specific laboratory abnormalities, the disease may remain undetected for years and be discovered only through unexpected intraoperative findings or targeted imaging. Due to increasing global migration, clinicians in non-endemic regions must remain alert to such presentations. CASE REPORT A 10-year-old Eritrean girl, residing in Switzerland for 6 months, presented with acute right lower quadrant abdominal pain and vomiting. Laparoscopic appendectomy confirmed acute appendicitis, but intraoperative exploration revealed multiple punctate white hepatic lesions. Histopathologic examination of liver biopsies showed granulomatous inflammation containing Schistosoma mansoni ova, with species confirmation by polymerase chain reaction analysis. The patient had no eosinophilia and denied urinary or gastrointestinal symptoms. She received 2 doses of praziquantel (40 mg/kg) administered 14 days apart. The postoperative course was uneventful; she remained asymptomatic at follow-up. Her family members were referred for screening and treatment. CONCLUSIONS This case underscores the need for a high index of suspicion concerning neglected tropical diseases in pediatric migrants from endemic regions, even when presenting with unrelated pathologies and normal laboratory results. Incidental intraoperative detection of hepatic lesions prompted targeted biopsy, which proved decisive for diagnosis. Early recognition, timely treatment, and heightened clinical awareness can prevent long-term complications and support targeted screening integration into non-endemic healthcare systems."
41291559,Cervical schistosomiasis masquerading as invasive carcinoma: a case report.,schistosomiasis,"Cervical schistosomiasis masquerading as invasive carcinoma: a case report. Cervical schistosomiasis, a rare manifestation in women, can closely resemble invasive carcinoma, posing significant diagnostic challenges. This case highlights the complexities involved in the diagnosis and management of schistosomiasis of the cervix. A 48-years-old premenopausal woman from Ethiopia visited the gynecologic outpatient department for routine cervical cancer screening. Physical examination revealed a 2cmx3cm irregular and fragile cervix. Colposcopy showed type-II transformation zone with significant aceto-white lesions. Initial clinical findings suggested invasive carcinoma, but a punch biopsy revealed a high-grade squamous intraepithelial lesion (HSIL) without basement membrane invasion. Subsequent cold knife conization result showed concomitant cervical schistosomiasis. The patient was treated with praziquantel but did not return for follow-up. This case underscores the importance of considering cervical schistosomiasis in the differential diagnoses for cervical abnormalities, particularly in endemic areas. Given its nonspecific symptoms, which often resemble an invasive carcinoma, a high index of suspicion, thorough history, and physical examination are crucial for diagnosis and treatment of cervical schistosomiasis. As this is a rare manifestation in women, this case adds to the limited literature available on the condition. As this case is likely to be the first of its kind reported in Ethiopia, it underscores the call for greater awareness among health professionals to facilitate appropriate management, and ultimately improve patient outcomes. The online version contains supplementary material available at 10.1186/s12879-025-12099-4."
41247676,Detection of <em>Schistosoma</em> Eggs Using an AI-Based Deep Learning Model on Urinary Bladder Histopathology Images.,schistosomiasis,"Detection of <em>Schistosoma</em> Eggs Using an AI-Based Deep Learning Model on Urinary Bladder Histopathology Images. To assess the accuracy and clinical applicability of YOLO-based segmentation models for detecting Schistosoma eggs in urinary bladder histopathology slide images, focusing on both bounding box and mask segmentation tasks. A descriptive, cross-sectional study. Place and Duration of the Study: Artificial Intelligence Technology Centre, National Centre for Physics, Islamabad, Pakistan, from September to November 2024. A high-quality dataset was compiled using histopathological slides obtained from real patient samples available on the open-source platform PathPresenter. All images were meticulously annotated by expert histopathologists. The dataset included 681 images containing 2,751 schistosomes, divided into 476 training images (1,932 schistosomes), 136 validation images (539 schistosomes), and 69 testing images (280 schistosomes). Data pre-processing techniques were applied to optimise the quality of training and evaluation datasets. Multiple YOLO-based segmentation models, such as YOLOv5, YOLOv8, YOLOv9, and YOLOv11 variants (n/s/m/l/x/c/e), were trained and evaluated for both bounding box and mask detection. Model performance was evaluated using precision, recall, F1 score, mean Average Precision at 50% Intersection over Union (IoU; mAP50), and mAP across 50 to 95% IoU (mAP50-95) for both bounding box and mask segmentation tasks. Among the models, YOLOv8l demonstrated the highest diagnostic accuracy, achieving an F1 score of 95.09 and a mAP50 of 96.8 for bounding box detection. For mask detection, it attained an F1 score of 94.19 and an mAP50 of 96.2. YOLOv5m and YOLOv5x also performed well, balancing accuracy with computational efficiency. Smaller models exhibited limitations in sensitivity and precision. YOLO-based segmentation models exhibit strong potential for automated detection of schistosomiasis in urinary bladder histopathology images. However, future large-scale validation studies on bigger datasets are required for further confirmation. Deep learning, Mask segmentation, Medical image analysis, Schistosomiasis, YOLO segmentation."
41207414,First insight into the role of the host-derived mmu-mir-214 and the parasite-derived sma-bantam as biomarkers of the Egyptian strain of Schistosoma mansoni infection before and after praziquantel treatment.,schistosomiasis,"First insight into the role of the host-derived mmu-mir-214 and the parasite-derived sma-bantam as biomarkers of the Egyptian strain of Schistosoma mansoni infection before and after praziquantel treatment. Schistosomiasis mansoni remains one of the most significant public health concerns, with a high economic burden in many endemic countries. Although praziquantel treatment represents a fundamental pillar of its control strategy, yet, the global prevalence remains elevated. The inadequacy of the commercially available diagnostic techniques that detect early cases and low intensity infections could be the reason. Searching for an adequate diagnostic technique, the ongoing study casted the light on microRNAs as promising biomarkers for Schistosoma mansoni diagnosis, by measuring the serum levels of the host-derived mmu-miR-214-3p and the parasite-derived sma-bantam-5p in mice infected with the Egyptian strain of Schistosoma mansoni. The serum expression patterns of the tested microRNAs were assessed in mice infected with 50 or 80 Schistosoma mansoni cercariae, using quantitative real-time PCR (qRT-PCR), and were correlated with the corresponding hepatic and intestinal tissue egg count, inflammation grading, granuloma number and size, before and after praziquantel treatment. Results showed that serum miR-214-3p was significantly upregulated as early as the 4th week post-infection, even with low intensity infection. This upregulation continued as the disease progressed. As for sma-bantam-5p, it was detected starting from the 8th week post-infection, particularly with high intensity infection. Interestingly, the expression levels of both miRNAs were significantly reduced following treatment. This study uncovers new insights into the role of miR-214 and sma-bantam, especially if combined together, in detecting early cases, assessing the infection intensity, monitoring disease pathology and response to praziquantel treatment of the Egyptian strain of Schistosoma mansoni that have not documented in an earlier work."
41137982,Pathology of the conus medullaris and cauda equina. Beyond the usual suspects.,schistosomiasis,"Pathology of the conus medullaris and cauda equina. Beyond the usual suspects. Pathologies affecting the conus medullaris and cauda equina can present with overlapping clinical symptoms, making an accurate diagnosis essential. Conus medullaris syndrome results from damage at the T12-L2 level, while cauda equina syndrome arises from nerve root compression below the conus. Both conditions may cause motor deficits, sensory disturbances, and autonomic dysfunction, necessitating a detailed differential diagnosis. This educational review highlights common and rare etiologies of conus medullaris and cauda equina lesions, emphasizing imaging characteristics and diagnostic considerations. A comprehensive review of tumors, infections, inflammatory, vascular, and degenerative conditions affecting these regions was performed. Contrast-enhanced MRI was identified as the gold standard for diagnosis. Tumors: myxopapillary ependymomas and schwannomas are the most frequent neoplasms, while drop metastases and glioblastomas represent rarer entities. tuberculous arachnoiditis, bacterial radiculitis, schistosomiasis, and neurocysticercosis may mimic neoplastic processes. Inflammatory disorders: Guillain-Barré syndrome, neurosarcoidosis, and MOGAD may cause nerve root thickening and enhancement. Vascular lesions: spinal dural arteriovenous fistulas, infarcts, and arteriovenous malformations can produce conus and cauda equina symptoms. Miscellaneous causes: developmental anomalies like diastematomyelia and ventriculus terminalis, along with degenerative diseases, can mimic other conditions. Radiologists play a pivotal role in differentiating conus medullaris and cauda equina pathologies. A thorough understanding of imaging findings is essential for accurate diagnosis and effective management. Conus medullaris and cauda lesions present with overlapping clinical symptoms but show some distinct imaging patterns. It is essential to recognize characteristic features that differentiate neoplastic from infectious or vascular etiologies. Conus and cauda lesions have varied causes; MRI with contrast is vital for accurate diagnosis. Myxopapillary ependymomas cause vertebral scalloping; schwannomas may be cystic; intramedullary gliomas expand the cord. Conus medullaris and cauda lesions overlap clinically; imaging helps distinguish neoplastic from infectious or vascular causes."
41135708,Porto-sinusoidal vascular disorder (PSVD): Survey-based analysis of the usage and drawbacks of this newly proposed terminology.,schistosomiasis,"Porto-sinusoidal vascular disorder (PSVD): Survey-based analysis of the usage and drawbacks of this newly proposed terminology. The term ""porto-sinusoidal vascular disorder"" (PSVD) has been proposed for morphologic findings commonly seen in non-cirrhotic portal hypertension (PH) but can also be observed without clinically evident PH. To assess current practice patterns among U.S. liver pathologists, a 16-question survey was distributed along with two publications outlining the PSVD proposal. Nearly all respondents (n = 22, 95.75 %) were familiar with the PSVD terminology, but only 5 (21.75 %) used it as a final diagnosis, while 11 (47.75 %) had never used the term. In the presence of PH, 17 (74 %) preferred ""obliterative portal venopathy"", while only 1 (4.25 %) used PSVD. Notably, fewer than 5 % used PSVD in the context of nodular regenerative hyperplasia or incomplete septal fibrosis, although these have been proposed as part of the diagnostic criteria. A significant majority (n = 18, 78.25 %) disagreed with the proposed PSVD terminology, citing the following key concerns: labelling it as a disease entity is misleading (n = 20, 87 %), proposed diagnostic criteria are not supported by data (n = 15, 65.25 %), and labelling a process as PSVD does not seem accurate when only portal vein (n = 12, 52.25 %) or sinusoidal (n = 16, 69.5 %) changes are present. Over half (n = 13, 56.5 %) found it arbitrary to exclude certain vascular diseases from definition of PSVD (e.g., hepatic vein obstruction, sarcoidosis, schistosomiasis), given frequent histologic overlap across pre-hepatic, sinusoidal and post-hepatic etiologies of PH. In conclusion, ""PSVD"" terminology has not been adopted as a diagnostic term by most US liver pathologists who participated in this survey, emphasizing the need for a clearer, evidence-based terminology to describe these vascular changes."
41127488,"A case of chronic bilharzia endocervicitis, mimicking cervix dysplasia, in sub-Saharan Africa.",schistosomiasis,"A case of chronic bilharzia endocervicitis, mimicking cervix dysplasia, in sub-Saharan Africa. Female genital schistosomiasis (FGS), a neglected parasitic genital infection, is a major public health problem for reproductive health in areas where schistosomiasis is endemic. The diagnosis is challenging while mimicking other cervical pathologies. We report here a case of chronic bilharzia cervicitis diagnosed through anatomical pathology examination and successfully treated with praziquantel after the patient underwent several treatments for conditions that were confused with FGS."
41099427,Schistosomiasis and ruptured ectopic pregnancy: A case report.,schistosomiasis,"Schistosomiasis and ruptured ectopic pregnancy: A case report. Schistosomiasis is a parasitic disease mainly prevalent in tropical and subtropical areas, especially in poor settings without adequate sanitation and access to clean water. It is caused by trematode parasites living within the veins of their human host, where they mate and produce fertilized eggs. The eggs are either shed into the environment through feces or urine, or are retained in host tissues where they induce inflammation and then die. The genital form is caused by <i>Schistosoma haematobium</i> and affects both the urinary and genital tracts in up to 75% of infected individuals, both male and female. Female genital schistosomiasis is a challenging and potentially lethal condition and may affect the whole genital tract leading to a wide range of urinary, sexual, and reproductive health problems. The main reasons leading women to health services are infertility and genital nonspecific symptoms including vaginal discharge, pruritus, pelvic pain, dyspareunia, and haematuria. Other severe complications caused by schistosomiasis include increased risk of HIV and HPV infection, genital ulcers, miscarriage, and ectopic pregnancy. We report in the present case study a 23-year-old female with schistosomiasis and ruptured ectopic tubal pregnancy successfully managed in a low-income setting."
41066483,"The associations between Schistosoma mansoni infection, pre-treatment symptoms, praziquantel side effects, and treatment efficacy in Ugandan school-aged children.",schistosomiasis,"The associations between Schistosoma mansoni infection, pre-treatment symptoms, praziquantel side effects, and treatment efficacy in Ugandan school-aged children. Over 240 million people have schistosomiasis. Mass drug administration (MDA) with the anthelmintic praziquantel is the cornerstone of control. Treatment side effects are commonly observed and may be associated with dying worms. Side effects have also been reported as a reason for reduced MDA uptake, potentially resulting in those most in need refusing repeated treatment. An improved understanding of the association between side effects and infection intensity, pre-treatment health, and drug efficacy, may help inform education campaigns to facilitate increased MDA uptake. Using latent class analyses, Beta regression, and dose response curves, we analysed egg and antigen parasitological data alongside health and side-effects survey data pre- and post-praziquantel-treatment from two primary schools (Bugoto Lake View (LV) and Musubi Church of God (CoG)) in Schistosoma mansoni high endemicity Ugandan villages to understand whether pre-treatment infection status or intensity were related to 1) pre-treatment symptoms, 2) post-treatment side effects, and 3) whether parasite clearance after treatment was associated with side effects. At Bugoto LV: Abdominal pain, blood-in-stool, and itching/rash symptoms were non-linearly associated with infection intensity; Diarrhoea, headache and vomiting side effects were non-linearly associated with infection intensity. At Musubi CoG: Blood-in-stool, headache, and pain-when-urinating symptoms were non-linearly associated with infection intensity; Abdominal pain, diarrhoea, and vomiting side effects were non-linearly associated with infection intensity. There was no relationship between infection status (infected/ uninfected) and symptoms or side effects at either school. No association was found between infection clearance and the presence of side effects at either school. We show no evidence that being infected predisposes someone to side effects, nor that side effects are related to treatment efficacy. Relationships between pre-treatment infection intensity and pre-treatment symptoms or post-treatment side effects varied by school suggesting unmeasured factors such as co-infections or other health conditions could impact symptom and side effect reporting."
41810683,Miracidia as main source for autofluorescence of Schistosoma mansoni eggs.,schistosomiasis,"Miracidia as main source for autofluorescence of Schistosoma mansoni eggs. Egg detection still has a role in schistosomiasis control, as a screening strategy or to provide a reference standard for the assessment of the accuracy of other diagnostic tools. The Helmintex method is highly sensitive but laborious, and several improvements of it, including automated egg detection, are currently under development. We conducted a preliminary evaluation of Schistosoma mansoni eggs' autofluorescence as a distinctive marker amid very complex fecal sediments. Eggs from mouse livers and human feces were examined under a fluorescence microscope. More intense green fluorescence (greater for miracidia than for eggshell) was consistently detected using a B-2A filter (FITC, 420-495 nm). These findings may help to improve diagnostic methods, especially with automated egg detection systems. Besides access to safe water and adequate sanitation, as well as health education and the treatment of infected individuals, laboratory diagnosis is a key measure that can help eliminate schistosomiasis as a public health problem."
41810679,Comprehensive identification and co-expression analysis of long non-coding RNAs across eight timepoints of Schistosoma mansoni life cycle.,schistosomiasis,"Comprehensive identification and co-expression analysis of long non-coding RNAs across eight timepoints of Schistosoma mansoni life cycle. Long non-coding RNAs (lncRNAs) are important regulatory molecules that can be considered potential biomarkers for schistosomiasis. However, the identification and characterisation of these molecules in such complex organism as Schistosoma mansoni, remains very challenging. This study aimed to identify novel lncRNAs in S. mansoni using RNA-seq libraries representative of six developmental stages (eggs, miracidia, sporocysts, cercariae, schistosomula, and juveniles). A pipeline for lncRNAs identification was defined and applied to 41 RNA-seq libraries of eggs, miracidia, 1-day, 5-days, 32-days sporocysts, cercariae, schistosomula, and juveniles of S. mansoni. Novel identified lncRNAs and annotated mRNAs were submitted to a weighted co-expression network analysis (WGCNA) to establish lncRNA-mRNAs correlation. We identified 1,082 novel lncRNAs, mostly presenting stage-specific expression. Co-expression analysis demonstrate that MSTRG.5305.1 can potentially target MEGs and tetraspanin, essential for juvenile worm survival, making it a promising candidate for further functional studies. These findings expand the current catalog of S. mansoni lncRNAs and provide new insights into their potential roles in parasite development and host adaptation. Further functional validation could reveal new molecular targets for schistosomiasis control."
41808355,"Prevalence, Intensity, Risk Factors, and Haematological impact of Schistosomiasis among School-Aged Children in Osun State, Nigeria.",schistosomiasis,"Prevalence, Intensity, Risk Factors, and Haematological impact of Schistosomiasis among School-Aged Children in Osun State, Nigeria. Schistosomiasis remains a major neglected tropical disease and public health concern among school-aged children in Nigeria. This study assessed the prevalence and health impacts of schistosomiasis among school children in Osun State, Nigeria. A cross-sectional survey was conducted between August 2021 and February 2022 among 507 school children aged 5-18 years from four communities. Urine (n = 507) and stool (n = 477) samples were examined for Schistosoma haematobium and Schistosoma mansoni using syringe filtration and Kato-Katz techniques, respectively. Venous blood samples were analysed for haemoglobin and serum ferritin levels. Socio-demographic characteristics and risk factors were obtained using structured questionnaires. Data were analysed using chi-square and Fisher's exact tests in SPSS v21.0, with p < 0.05 considered significant. The prevalence of urinary schistosomiasis was 18.7% (95/507), intestinal schistosomiasis 8.8% (42/477), and co-infection 3.7% (19/507). Males had significantly higher urinary schistosomiasis prevalence (23.1% vs. 14.5%; p = 0.013) and egg intensity (15.75 vs. 4.97 eggs/10 ml urine) than females. Children older than 15 years had the highest prevalence (37.5%; p = 0.001). Although children of farmers showed higher prevalence (24.2%), this was not statistically significant (p = 0.089). Infected children had significantly lower haemoglobin and serum ferritin levels compared to uninfected children (p < 0.001). Schistosomiasis remains endemic among school children in Osun State, particularly among older children and males, and is associated with anaemia and reduced iron stores. These findings support targeted mass drug administration in high-risk communities."
41777287,Green synthesis of zinc oxide (ZnO) nanoparticles using aqueous leaves extracts of <i>Artemisia annua</i>: Their characterizations and anti-parasitic activity.,schistosomiasis,"Green synthesis of zinc oxide (ZnO) nanoparticles using aqueous leaves extracts of <i>Artemisia annua</i>: Their characterizations and anti-parasitic activity. Schistosomiasis continues to affect the health and quality of life of millions worldwide. Schistosomiasis is ranked as the second most significant targeted tropical disease after malaria. Praziquantel (PZQ) is the sole medication authorized by the World Health Organization (WHO) for the treatment of schistosomiasis. The sole drug has led to the development of parasite resistance. Consequently, the pursuit of novel alternatives has been the objective of numerous researchers. The use of nanotechnology in the treatment of schistosomiasis is of paramount importance for mitigating the adverse effects associated with chemotherapy. This study evaluated the effects of green-synthesized zinc oxide nanoparticles by <i>Artemisia annua</i> on <i>Schistosoma mansoni</i>, which infected <i>Mesocricetus auratus</i> both <i>in vitro</i> and <i>in vivo</i> at various doses of 100, 50, 25, 12.5, 6.25, and 3.125 μg/ml as well as in mixtures with PZQ at concentrations of 12.5+0.4, 25+0.3, 50+0.2 and 75+0.1 μg/ml. Adult <i>S. mansoni</i> worms were subjected to <i>in vitro</i> testing in the RPMI-1640 medium for a duration of 48 hours. At a concentration of 100 μg/ml, it caused 100 % mortality after 6 hours, whereas concentrations of 50 and 25 μg/ml resulted in complete mortality after 12 hours. At a concentration of 12.5 μg/ml, praziquantel alone caused the worms to die after 24 hours, whereas praziquantel combined with ZnO nanoparticles was more effective, causing death after 18 hours. Treatment with zinc oxide nanoparticles significantly decreased both the size and number of granulomas, along with the amount of eggs in the liver tissues of hamsters. All prior studies consistently corroborated the characteristics of ZnONPs synthesized using <i>Artemisia annua</i>. The results show that in laboratory experiments, green ZnO nanoparticles combined with PZQ exhibited significant efficacy against <i>Schistosoma mansoni</i>."
41769997,"A Hidden ""Promoter"": <i>Schistosoma japonicum</i> soluble egg antigen activates MAPK/PI3K-AKT pathways and inhibits autophagy to facilitate colorectal cancer.",schistosomiasis,"A Hidden ""Promoter"": <i>Schistosoma japonicum</i> soluble egg antigen activates MAPK/PI3K-AKT pathways and inhibits autophagy to facilitate colorectal cancer. Schistosomiasis affects approximately 250 million people globally. Eggs deposited in the colon are the main culprits causing pathological damage, with soluble egg antigen (SEA) being the most significant pathogenic factor in schistosomiasis. Colorectal cancer (CRC) is the most common type of gastrointestinal carcinoma. The colorectum is a common organ affected by both CRC and schistosomiasis. Clinical reports have demonstrated a correlation between the onset and poor prognosis of CRC and <i>Schistosoma japonicum</i> infection. However, there is still a lack of experimental evidence regarding the effect of schistosomiasis japonica on CRC. In this study, we found that <i>S. japonicum</i> SEA promoted the proliferation of CRC cells in a dose-dependent manner and upregulated the expression of Ki67. Moreover, SEA enhanced the migration and epithelial-mesenchymal transition of CRC cells. RNA sequencing analysis revealed that SEA activated the MAPK and PI3K-AKT signaling pathways while inhibiting autophagy in HCT116 cells, findings that were subsequently validated by Western blotting. In the murine xenograft model, SEA promoted tumor growth, increased the expression of Ki67 and Vimentin, and activated the MAPK and PI3K-AKT signaling pathways in tumor tissues. Overall, our findings demonstrate that <i>S. japonicum</i> SEA accelerates the malignant development of CRC both <i>in vitro</i> and <i>in vivo</i>, which is linked to the suppression of autophagy and the activation of MAPK and PI3K-AKT signaling. This is the first demonstration that the <i>S. japonicum</i> SEA participates in the induction of CRC-related signaling pathways, thus providing experimental evidence for the impact of schistosomiasis in endemic areas on CRC.IMPORTANCEThis research provides crucial experimental evidence bridging clinical observations and molecular mechanisms in schistosomiasis-associated colorectal cancer (CRC). For the first time, we demonstrate that <i>S. japonicum</i> soluble egg antigen (SEA) accelerates CRC malignancy both <i>in vitro</i> and <i>in vivo</i>. Mechanistically, SEA activates the key oncogenic MAPK and PI3K-AKT signaling pathways while inhibiting autophagy. These findings establish a functional link between a specific parasitic factor and host cancer-driving pathways. This work strongly suggests that chronic exposure to SEA in endemic areas constitutes a defined biological risk factor for CRC. Ultimately, this study provides experimental evidence for elucidating the impact of <i>S. japonicum</i> infection on CRC and further deepens our understanding of the role of SEA in promoting tumor progression. Our study highlights the importance of schistosomiasis control as a potential strategy for CRC prevention in endemic regions."
41754973,Surface Charge-Dependent Targeting and Penetration of Magnetic Nanoparticles into Eggs and Adult Worms of <i>Schistosoma japonicum</i>.,schistosomiasis,"Surface Charge-Dependent Targeting and Penetration of Magnetic Nanoparticles into Eggs and Adult Worms of <i>Schistosoma japonicum</i>. <b>Background/Objectives</b>: The precise elimination of <i>Schistosoma japonicum</i> eggs within host tissues poses a significant therapeutic obstacle due to the ineffectiveness of existing drugs in penetrating the eggs' protective shields. This investigation sought to create a surface-modified magnetic nanoparticle (MNP) framework to surmount this hurdle and realize targeted theranostics for combating schistosomiasis. <b>Methods</b>: Fe<sub>3</sub>O<sub>4</sub> MNPs, MNP-NH<sub>2</sub>, and MNP-COOH were synthesized and characterized before systematically studying their interactions with parasites. The intrinsic autofluorescence of eggs and adult worms served as an optical background for the investigation. In vitro co-incubation assays, confocal microscopy, and Prussian blue staining were utilized to quantify both adsorption and internalization. The in vivo efficacy was assessed in a <i>Schistosoma japonicum</i> murine model following tail vein injection. <b>Results</b>: A pronounced surface chemistry-dependent interaction was noted. Fe<sub>3</sub>O<sub>4</sub> MNP and MNP-NH<sub>2</sub> displayed remarkable adsorption and effective internalization into eggs in vitro, while MNP-COOH exhibited limited uptake. This varying effectiveness was similarly observed in vivo, with Fe<sub>3</sub>O<sub>4</sub> MNP and MNP-NH<sub>2</sub> predominantly gathering in hepatic granulomas and effectively infiltrating deposited eggs. Within adult worms, Fe<sub>3</sub>O<sub>4</sub> MNP and MNP-COOH exhibited distribution on the tegument and within adult worms. <b>Conclusions</b>: We developed a functional MNP platform in which surface charge governs parasiticidal targeting. Among the candidates investigated, MNP-NH<sub>2</sub> proved to be the most efficient for egg-targeted theranostics. This study introduces an innovative nanotechnology-based approach for accurate diagnosis and treatment of schistosomiasis by specifically tackling the challenge of impermeable eggs."
